airline_sentiment,Cleaned_text
-1,"['have', 'back', 'charlott', 'differ', 'airport.', 'guy', 'veri', 'flexibl', 'like', 'other', 'airlines.']"
-1,"['check', '""standbi', 'class""', 'onli', 'find', '""not', 'list"".', 'thi', 'merger', 'pain.']"
1,"['great', 'flight', 'with', 'delays!', 'thank', 'you!']"
-1,"['been', 'hold', 'minutes.', 'there', 'better', 'time', 'call?', 'thi', 'get', 'ridicul']"
-1,"['your', 'exchange/credit', 'polici', 'worthless', 'shadier', 'than', 'white', 'house.', 'dissatisfi', 'nine', 'right', 'now.']"
-1,"['honest', 'question', '1-way', 'ticket', 'from', 'charlott', '(your', 'hub)', '(2nd', 'biggest', 'citi', 'usa)', 'almost', '$600?????']"
0,"['doe', 'downgrad', 'flight?']"
0,"['shut', 'data', 'flight.', 'want', 'some', 'respons', 'time', 'land.', 'have', 'hours.']"
-1,"['onli', 'happen', 'becaus', ""couldn't"", 'home', 'next', 'day.', '#flydelta', '#flysouthwest', '#flyjetblu', '#theyareallbett', '#stillnobag']"
-1,"['will', 'never', 'again']"
-1,"['exhaust', 'travel', 'runnin', 'thru', 'airport', 'tryin', '2rent', 'killin', 'myself', 'famili', 'anybodi', 'road']"
-1,"['offer', 'give', 'which', 'usual', 'have', 'forc', 'passeng', 'state', 'shock.']"
-1,"['power', 'trip.', 'felt', 'complet', 'threaten', 'unsaf', 'angry.', 'derrick', 'bussey.', 'dca.', 'would', 'like', 'reiter', 'that']"
-1,"['thank', 'put', 'flight', 'that', 'will', 'leav', 'late', 'flightr', 'than', 'origin', 'flight', 'book']"
0,"['would', 'have', 'been', 'will', 'give', 'benefit', 'doubt', 'misunderstood', 'each', 'other', 'until', 'went']"
1,"['look', 'fli', 'rock', 'thi', 'time!', ""it'"", 'bird', ""it'"", 'plane!', 'never', 'mind', ""it'"", 'just', 'rock...']"
0,"[""doesn't"", 'take', 'into', 'account', '$450', 'cost', 'rent', 'drive', 'home']"
-1,"['even', 'singl', 'most', 'unreason', 'human', 'be', 'planet', 'earth,', 'there', 'excus', 'treatment']"
-1,"['suppos', 'busi', 'belong', 'customers;', 'humili', 'them']"
-1,"['thi', 'treat', 'women.', 'want', 'someon', 'contact', 'explain', 'they', 'will', 'make', 'thi', 'acceptable.']"
-1,"['citizen.', 'your', 'airlin', 'constantli', 'offended.', 'derrick', 'bussey.', 'cri', 'thi', 'airplan', 'becaus', 'upset']"
-1,"['realli', 'know', 'leav', 'someon', 'strand', 'after', 'funeral.', 'prop', 'guys.', 'realli', 'make', 'thi', 'perfect', 'monday.']"
-1,"['friend', 'there', 'tell', 'gate', 'attend', 'stewardess', 'what', 'go', '#notourfaultyoudontuseyourgatesright']"
0,"['allow', 'carri', 'suit', 'carri', 'bag?', 'suit', 'will', 'hang', 'like', 'jacket', 'would.', 'soft', 'sided,']"
1,"['owe', 'tammi', 'from', 'winston-salem', 'call', 'center', 'keep', 'customer!']"
-1,"['jetway', 'becaus', 'felt', 'disrespectful.', 'have', 'never', 'been', 'treat', 'thi', 'particularli', 'when', 'tri', 'good']"
-1,"['with', 'such', 'disrespect', 'cannot', 'even', 'begin', 'explain.', 'issu', 'with', 'women', 'liter', 'yell', 'pull']"
-1,"['what', 'happen', ""isn't"", 'locat']"
-1,"['want', 'speak', 'with', 'someon', 'immediately.', 'shake', 'with', 'rage.', 'offer', 'hate', 'check', 'derrick', 'bussey', 'treat']"
0,"[""it'"", '$25.00', 'golf', 'domest', 'flight?']"
-1,"['okay', 'cancel', 'flight', 'chang', 'flight', 'when', 'good', 'cant', 'logist', 'figur', 'what', 'when', 'plane', 'come', 'time']"
-1,"['thank', 'when', 'ask', 'chang', 'with', 'cost', 'onli', 'desit', 'nade', 'computer.', 'late', 'flight']"
0,"['guys,', 'have', 'gener', 'enquir', 'email', 'address', 'please?', 'thank', 'david.']"
-1,"['actual', 'care', 'about', 'what', 'would', 'thing.', 'sound', 'like', ""don't"", 'like', 'be', 'told', 'lousi', 'your', 'servic']"
-1,"['idiot', 'kept', 'time', 'plane', 'tarmac', 'over', 'hour', 'forc', 'there', 'minut', 'before.']"
-1,"['cust', 'just', 'slip', 'that', 'previou', 'cust', 'lie', 'about', 'supervisor', '&amp;', 'corpor', 'ph#.', '$200', 'chang', '$130', 'tix?', 'thx.']"
0,['follow']
0,"['sorri', ""didn't"", 'realiz', ""wasn't"", 'follow']"
-1,"['pleas', 'your', 'reserv', 'phone', 'system.', 'weather/backup', 'could', 'possibl', 'days!', '#goodgriefpeopl']"
1,"['made', 'thank', 'help!']"
1,"['huge', 'prop', 'parizad', 'checkin', 'sacramento', 'help', 'friday', 'home', 'when', 'other', 'airlin', 'were', 'delay']"
0,"['there', 'addit', 'charg', 'golf', 'with', 'club', 'shoes,', 'golf', 'balls,', ""that'"", 'onli', 'piec', 'luggag', 'check?']"
-1,"['have', 'flight', 'voucher/confirm', 'code', 'there', 'where', 'enter', 'your', 'checkout', 'page', 'while', 'flight', 'book', 'problems.', 'help']"
-1,"['1-2!', 'rock', 'plane!', 'delay', 'now!', 'never', 'easi', 'with', 'airways!', 'never', 'fail', 'down!']"
-1,"['just', ""i'll"", 'write', 'regist', 'letter', 'your', 'those', 'down', 'line', 'shame', 'treatment', 'reaction', 'got.']"
-1,"['guy', 'cancel', 'flightl', 'flight', 'yesterday', 'check', 'huntsvil', 'went', 'miss', 'philly.']"
0,"['appli', 'credit', 'card,', 'automat', 'companion', 'certif', 'have', 'wait']"
-1,"['custom', 'servic', 'failur', 'aside,', 'would', 'think', 'guy', 'would', 'care', 'about', 'inaccur', 'manifests.', 'sure', 'would.']"
-1,"['find', 'funni', 'that', 'respond', ""don't."", 'your', 'custom', 'servic', 'worst.', '#wedontcarebecauseyoupaidalreadi']"
-1,"['some', 'from', 'door', 'say', 'door', 'close', 'minut', 'befor', 'back', 'out.', 'know', 'fact', 'peopl', 'short']"
-1,"['flight', 'rebook', 'with', 'want', 'chang', 'seat', 'upgrad', 'class.', 'help?', 'phone', 'down.']"
-1,"['need', 'speak', 'with', 'custom', 'servic', 'agent', 'today', 'between', '5-8pm', 'unfortun', 'incid', 'discrimin', 'today.']"
-1,"['slowest', 'baggag', 'claim', 'ever']"
-1,"[""don't"", 'blame', 'weather.', 'counter', 'cost', 'entir', 'weather.', 'print', 'board', 'pass', 'late', 'flight.', '#takerespons']"
-1,"['late', 'flight.']"
-1,"['delay', 'refuel', 'your', 'control?', ""that'"", 'true', 'never', 'want', 'airway', 'again']"
1,"['shout', 'dian', 'help', 'home', 'today', 'instead', 'tomorrow', '(even', 'littl', 'late', 'flight!)']"
1,"['made', 'just!', 'huge', 'relief', 'thank', 'your', 'help!']"
-1,"['about', 'get', 'rest', 'bag', 'please?', 'onli', 'receiv', 'help', 'with', 'that?']"
-1,"['tri', 'dad', 'wheelchair', 'answer', 'dulles.w', 'have', 'tri', 'call', 'back', 'on.multipl', 'time']"
0,"[""it'"", '838.', 'board', 'wait', 'take', 'off,', 'hopefully.']"
1,"['thanks,', 'hope', 'mayb', 'good', 'word']"
-1,"['728/feb', 'arriv', 'late', 'flight;', 'check', 'seat', 'missing.', 'replac', 'available.', 'arriv', 'more', 'than', 'hour', 'late', 'flightr.']"
-1,"['guy', 'lost', 'luggag']"
-1,"['728/feb', 'says:', 'leav', 'minut', 'onc', 'paperwork', 'done.', 'wheel', 'hour', 'late', 'flightr.']"
-1,"['728/feb', 'hour', 'plane', 'when', 'airway', 'repres', 'enter', 'deterior', 'picture.', 'unhelp', 'with', 'assurances.']"
-1,"['thnk', 'response,al', 'flight', 'were', 'full,', ""couldn't"", 'until', 'tmrw,', 'cancel', 'flight', 'w/other', 'airlin']"
-1,"['728/feb', 'ground', 'power', 'short', 'again', 'third', 'time.', 'weari', 'german', 'passeng', 'deplanes.', 'make', 'jealous.', 'wiedersehen!']"
0,"['728.', 'refuel;', ""we'v"", 'long.', 'pilot', 'announc', 'where', 'truck', '""look,', 'over', 'there', 'left!""', 'actual', 'announcement.']"
-1,"['thank', 'bag', 'onli', 'what', 'went', 'wrong.', 'hour', 'from', 'when', 'there', 'were', 'weather', 'issu', 'accept']"
0,"['tri', 'ticket', 'staff', 'member', 'leav', 'befor', ""fly.we'r"", ""nonprofit-can't"", 'make', 'exception?']"
-1,"['speak', 'human?', 'need', 'find', 'delay', '2/21.', 'websit', 'tell', 'differ', 'things!', 'hung']"
-1,"['728.', 'water', ""planet'"", 'smallest', 'water', 'bottles.', 'applaud', 'look', 'environment.']"
-1,"['728.', 'nope,', 'get', 'off.', 'hour', 'plane.', 'pilot', 'announcements.', 'water', ""planet'"", 'smallest', 'water', 'bottles.']"
0,"['wait,', 'gate', 'opened.', 'back', '(good,', 'mayb', 'off.)']"
-1,"['gate.', 'truck', 'will', 'come']"
-1,"['return', 'gate', '""mel""', 'sticker.', 'look.', 'heard', 'from', 'pilot!', 'clue', 'what', 'sticker', 'anyone?']"
-1,"['spent', 'hour', 'phone', 'with', 'them', 'where']"
-1,"['then', 'lost', 'ground', 'power', 'three', 'differ', 'times.', 'onli', 'ground', 'endlessly;', 'without', 'air,', 'lights,', 'entertainment.']"
-1,"['pilot', 'start', 'flight', 'announc', 'arriv', 'into', 'gatwick,', 'heathrow.', 'moment', 'concern', 'aboard.']"
-1,"['state', 'their', 'issu', 'around', 'close', 'said', 'door.', 'more', 'strange.', ""we'r"", 'hear', 'from', 'pilot', 'long', 'periods.']"
-1,"['seat', 'flight', 'last', 'night', 'worst', 'seat', ""i'v"", 'ever', 'been', 'room!', '#dividendsmemb']"
-1,"['your', 'worker', 'veri', 'rude', 'with', 'tell', ""won't"", 'good', 'publicity...']"
-1,"['state', 'their', 'issu', 'plane', 'move', 'cargo', 'door', 'open', 'plane.', 'umm,', 'littl', 'strange.']"
-1,"['flight', 'delay', 'miss', 'connect', 'flight.', 'stuck', 'philadelphia', 'over', 'night', 'hotel', 'voucher?', 'thank', 'noth']"
0,"['state', 'their', 'issu', 'kept', 'plane', 'ground', 'allow', 'connect', 'passeng', 'from', 'other', 'flight', 'board.', 'fine.', 'understand.']"
-1,"['speak', 'human', 'with', 'some', 'compassion?', 'wrote', 'email', 'discuss', 'experi', 'receiv', 'gener', '""sorry""', 'email', 'back']"
-1,"['take', 'look', '1715.', 'seat', 'filled,', 'someon', 'upgrad', 'their', 'friend', 'instead', 'follow', 'rules.']"
-1,"['back', 'line', 'termin', 'becaus', 'phone', ""couldn't"", 'help.', 'person', 'front', 'wait', 'again?']"
-1,"['understand', 'resort', 'twitter:', 'help', 'avail', 'gate', 'while', 'thi', 'occur', 'phone', 'afterward.']"
-1,"['go', 'miss', 'connect', 'anoth', 'tarmac', 'delay', 'us5268', 'then', '4050', 'need', 'flight', 'home', 'today', 'please!']"
-1,"['expect', '400%', 'reimburs', 'unprofession', 'decis', 'with', 'us728', 'feb.', 'check', 'your', 'veri', 'full', 'complaint', 'box.']"
-1,"[""what'"", 'deal', 'with', 'flight', '5268', 'from', 'phl?', 'board', 'time,', 'left', 'gate', 'min', 'late', 'flight', 'tarmac?']"
-1,"['strand', 'student', 'tri', 'birmingham', 'overnight', 'help.', 'better', 'than', 'that.']"
-1,"['realli', 'need', 'help', 'asap,', 'pleas', 'make', 'quick.', 'thx.']"
-1,"['well', 'that', 'go', 'help.', ""i'vebeen"", 'hold', 'over', '&amp;', 'client', 'want', 'record', ""he'"", 'elit']"
-1,"['lost', ""father'"", 'wheelchair.', 'everi', 'time', 'call', 'just', 'voicemail.', 'need', 'home.', 'pleas']"
-1,"['segments,', 'delayed.', '&gt;', '&gt;', '&gt;', '&gt;', 'gnv.', 'year', 'from', 'fli', 'with', 'guy']"
-1,"['charg', '$200', 'take', 'flight.', 'lol.', 'that', 'last', 'time', 'with', 'them.']"
-1,"['yes.', 'say', 'be', 'delivered.', 'local', 'number', 'say', 'open.', 'ask', 'main', 'cust', 'servic', 'hung']"
-1,"['flight', 'today', ""you'r"", 'look', 'specifics!', 'home', 'depot', 'wd40', 'need.']"
-1,"['serious', 'some', 'wd40', 'a319', 'oper', 'flight', 'from', 'phoenix.', 'everi', 'seat', 'squeak', 'everi', 'shift.', 'still', 'ground!']"
-1,"['would', 'happili', 'wait', 'termin', 'near', 'food,', 'restroom', 'irrit', 'passengers.']"
-1,"['passeng', 'board', 'when', 'there', 'issue?', 'over', 'hour', '&amp;', 'pilot', ""doesn't"", 'know', 'when', ""we'll"", 'leave.']"
-1,"['anyon', 'there', 'help?', 'still', 'hold...']"
-1,"['yay!', 'gate', 'agent', 'decid', 'deal', 'with', 'upgrad', 'list', 'just', 'bump', 'whoever', 'closest.']"
-1,"['site', 'show', 'on-tim', 'flightawar', 'site', 'show', 'delayed.', 'tri', 'decid', 'thi', 'catch', 'phx.']"
-1,"['absolut', 'worst', 'airline.', 'women', 'were', 'inconvenienc', 'mainten', 'issues.', 'stuck', 'over-', 'care', 'given.']"
-1,"['flight', '&amp;', '""custom', 'relations""', 'extrem', 'disappointing.', 'face', 'mani', 'problem', 'type.', 'apology=$25', 'toward', 'flight.', 'joke']"
-1,"['sit', 'here', 'with', 'your', 'rude', 'custom', 'servic', 'agents!']"
-1,"['flight', '#415', 'paperwork', 'inputted??', 'should', 'have', 'taken', 'hour', '#sittingontheplan', '#hungri']"
-1,"['hold', 'with', 'custom', 'care.', 'wonder', 'someon', 'will', 'pick', 'phone', 'befor', '5pm.']"
-1,"['when', 'will', 'gate', 'den?', 'over', 'minut', 'wait', 'with', 'information.']"
-1,"['lot', 'remov', 'from', 'list', 'manual', 'read', 'bottom', 'thank', 'club', 'agents.', 'thank', 'asha', 'dca.']"
-1,"['your', 'delay', 'flight', 'wilmington', 'made', 'miss', 'flight', 'charlotte.', 'figur', 'take', 'arriv', 'time.']"
1,"['unbeliev', 'treat', 'your', 'custom', 'puerto', 'rico', 'airport!']"
-1,"['usual', '""sorry""', ""doesn't"", 'involv', 'move', 'peopl', 'middl', 'seat', 'remov', 'them', 'from', 'upgrad', 'lists.', 'guess', ""that'"", 'club', 'perk.']"
-1,"[""don't"", 'worry.', 'use', 'initi', 'arriv', 'much', 'earlier', 'than', 'plan']"
-1,"['nice', 'gate', 'make', 'travel', 'after', 'travel', 'bag', 'size', 'guid', 'becaus', 'oversold.', 'sorri', '#minefit']"
-1,"['horribl', 'service,', 'wrong', 'plane', 'arrived,', 'mani', 'confirm', 'passeng', 'could', 'flight', 'paid', 'lack', 'seat', 'flight']"
0,"['tri', 'book', 'award', 'travel', 'leav', 'red-ey', 'sunday', 'night', 'after', 'midnight.', 'should', 'book', 'date', 'sunday', 'monday?']"
-1,"['book', 'flight', '1mnth', 'ago,', 'seat', 'confirmed,', 'small', 'plane', 'arriv', 'allow', 'board', 'seat,', 'horribl', 'servic']"
-1,"['veri', 'frustrated,', 'check', 'logan,', 'given', 'luggag', 'ticket,now', 'luggag', 'lost', '&amp;', 'ownership', 'from']"
1,"['they', 'were', 'breath', 'veri', 'heavily.', 'were', 'super', 'helpful.', 'thank', 'you.']"
-1,"['aye,', 'noth', 'with', 'autom', 'system', 'which', ""doesn't"", 'work', 'properly.', 'anyway,', 'through', 'somebody...']"
1,"['okay,', 'great.', 'thank', 'you!']"
-1,"['rebook', 'connect', 'delayed.']"
-1,"['meet', 'california', 'have', 'luggage!!']"
-1,"['number', 'your', 'agent', 'gave', 'call', 'say', 'open?', 'main', 'number', 'goe', 'comput', 'say', 'delivered?']"
-1,"['your', 'call', 'center', 'answer', 'oneworld', 'award?', 'whenev', 'system', 'say', 'busi', 'disconnect', 'endless', 'hold']"
-1,"['luggag', 'plane', 'after', 'mine?', 'then', 'deliv', 'like', 'said?', 'show', 'claim', 'close', 'online?']"
-1,"['take', 'money', 'onc', 'then', 'requir', 'day', 'process', 'refund?', 'doe', 'your', 'auto', 'attend', 'hang', '#usairwaysfail']"
-1,"['long', 'repli']"
0,"['polici', 'say', 'stroller', 'seat.', 'need', 'bring', 'seat', 'stroller.', 'should', 'just', 'call', 'details?']"
1,"['custom', 'servic', 'like', 'have', 'never', 'seen', 'before!', 'kudo', 'your', 'organization.']"
-1,"['intent', 'buy', 'flight', 'with', 'hour', 'layover?', 'what', 'kind', 'airlin', 'would', 'charg', '$200', 'wow...', '#usairway']"
-1,"['hold', 'custom', 'service?', ""i'v"", 'call', 'multipl', 'time', '&amp;', 'have', 'been', 'hold', 'min', 'onli', 'have', 'hang']"
-1,"['there', 'time', 'bracket', 'call', 'thi', ""problem?i'v"", 'been', 'attempt', 'thi', 'contact', 'inform', 'issu', 'day']"
-1,"['call', 'number', 'they', 'said', 'avail', 'take', 'call...guy', 'thi', 'insan']"
-1,"[""can't"", 'book', 'flight', 'onlin', 'over', 'phone.', 'your', 'custom', 'servic', 'usual', 'great', 'anyth', 'help?']"
-1,"['worst', 'experi', ""i'v"", 'ever', 'flying.', 'rude,', 'delays,', 'cancel', 'flightlations,', 'lack', 'updates,', 'wast', 'time']"
0,"['contact', 'messages,', 'twitter', 'text?']"
-1,"['call', '&amp;', 'say', 'high', 'call', 'volum', 'call', 'back.', 'minut', 'intern', 'call', 'there', 'someon', 'contact']"
-1,"['grrrrrrrr.', ""couldn't"", 'book', 'flight', 'call', 'either']"
-1,"['delayed,', 'connect', 'missed,', 'extend', 'layov', 'about', 'loung', 'pass', 'phl.', '#5077']"
-1,"['anoth', 'twist', 'plot.', 'took', 'from', 'miami,', 'then', 'return', 'unsecur', 'cargo', 'door.', 'most', 'stress', 'vacat', 'ever.']"
-1,"['will', 'reach', 'you!', 'hardwork', 'just', 'tri', 'best!']"
0,"['great', 'oper', 'guy', 'running.', 'more', 'mechan', 'issues,', 'tape', 'piec', 'plane', 'togeth']"
0,"['thanks!', 'idea', 'when', 'will', 'resolved?', 'like', 'purchas', 'ticket!']"
0,"['attach', '94lxa62', 'reserv', 'e2kvm4.', 'thansk!']"
-1,"['when', 'check', 'onlin', 'state', 'statu', 'closed.', 'what', 'doe', 'thi', 'mean?', 'have', 'been', 'abl', 'reach', 'live', 'person...']"
-1,"['your', 'system', 'affect', 'weather?']"
1,"['call', 'were', 'abl', 'rescheduled.', 'thank', 'quick', 'respons', 'today!!']"
-1,"['your', 'frequent', 'flyer', 'number', 'appear', 'usair', 'reservation??', 'frustrat']"
-1,"['unabl', 'check', 'flight', '2119', 'bos-dca', ""haven't"", 'heard', 'flight', 'cancel', 'flighted/rescheduled.', 'updates??']"
-1,"[""don't"", 'forget', 'without', 'your', 'custom', 'would', 'business!', '#epicfail', '#usairwaysfail']"
0,"['guys!', 'flight', '5594', '3937', 'still', 'time?', 'site', 'both', 'down', ""can't"", 'check.', 'thanks!']"
-1,"['sinc', 'f*%#ed', 'wknd', 'have', 'pass', 'admir', 'club', 'meal', 'coupon', 'free', 'coke?', '{blank', 'stare}']"
-1,"['make', 'reservation;', ""we'll"", 'make', 'excuses!', '#usairwaysfail']"
-1,"['list', 'baggag', 'claim', 'number.', 'have', 'them', 'call', 'number', 'ticket.', 'ladi', 'speed', 'stick', 'thi', 'morning.']"
-1,"['anoth', 'dead', 'end.', 'they', 'onli', 'handl', 'l&amp;f.', 'they', 'gave', 'same', 'fail', 'alreadi', 'had.', '610-362-7498(99)', 'full.', '#lost']"
-1,"['houston', 'gate', 'custom', 'servic', 'need', 'treat', 'peopl', 'with', 'respect.', 'there', 'hardli', 'peopl', 'waiting!', '#chillpil', '#usairwaysfail']"
1,"['over', 'phone.', 'call', '6170', 'number', 'pick', 'almost', 'immediately.']"
0,"['yes,', 'made', 'flight', 'workout', 'too.']"
1,"['&amp;', '2705', 'thank', 'you!']"
1,"['1899.', 'thank']"
-1,"[""what'"", 'go', 'with', 'your', 'websit', '&amp;', 'mobil', 'app???', 'help!!!']"
-1,"['have', 'submit', 'custom', 'relat', 'form', 'await', 'your', 'response!']"
-1,"['that', 'height', 'rudeness,', 'without', 'question', 'worst', 'custom', 'servic', 'have', 'ever', 'experienced.']"
-1,"['need', '*speak*', 'somebodi', 'about', 'reservation.', 'talk', 'human', 'being.', 'your', 'comput', 'system', 'put', 'phone', 'down']"
0,"['will', 'pick', 'your', 'phone', 'then?']"
-1,"['premier', 'provid', 'miss', 'connections!', '#usairwaysfail']"
-1,"['sure', 'peopl', 'work', 'veri', 'hard,', 'system', 'should', 'assist', 'with', 'prompting,', 'offer', 'call', 'backs,', 'hold', 'wait', 'time']"
-1,"['thank', 'subpar', 'travel', 'experi', ""it'"", 'even', 'over', '#stepitup']"
1,"['your', 'custom', 'servic', 'carol', 'absolut', 'delight.', 'pleasant', 'with', 'with', 'rebook', 'lightn', 'speed!', 'thanks!']"
-1,"['struggling.', 'hold', 'minutes,', 'kick', 'back', 'start,', 'then', 'said', 'they', 'couldnt', 'handl', 'amount', 'call']"
-1,['call']
-1,"['they', 'told', 'call', 'back', 'late', 'flightr']"
-1,"['will', 'cancel', 'flight', 'airway', 'credit', 'card', 'choos', 'other', 'airlin', 'after', 'experi', 'thi', 'week.']"
0,"['thank', 'you,', 'say', 'websit', 'down']"
-1,"['cant', 'make', 'airport,', 'road', 'answer', 'phone', 'websit', 'down?how', 'reschedul']"
-1,"['pilot', 'plead', 'board', 'begin', 'full', 'flight', '#1937', 'while', 'wait', 'flight', 'attendant.', 'deni', 'mission', 'control.', 'grrrr']"
-1,"['websit', 'isnt', 'work', 'cant', 'talk', 'any1', 'phone', 'check', 'flight', 'statu', 'dfw.', 'road', 'aw', 'cant', 'there']"
-1,"['rebook', 'tuesday.', 'arriv', 'late', 'flight', 'tuesday', 'start', 'class.', 'cancel', 'flightl', 'trip.']"
-1,"['flight', 'go', 'cancel', 'flightl', 'everi', 'week', 'might', 'well', 'busi', 'class.']"
-1,"['2102', 'dca-bos.', 'cancel', 'flightl', 'after', 'make', 'wait', 'over', 'hour.', 'usair', 'everi', 'week', 'upgrad', 'statu', 'proactively?']"
1,"['dominick', 'guardia', 'airport', 'give', 'absolut', 'best', 'custom', 'service!', 'thanku!', 'check', 'made', 'easy!']"
-1,"['congrat', 'treat', 'your', 'custom', 'worst', 'possible.', 'know', 'plenti', 'other', 'have', 'horribl', 'experi']"
-1,"['go', 'manchester,', 'go', 'miss', 'wedding.', 'go', 'rebook', 'that', 'too?', 'have', 'chosen', 'cancel', 'flight', 'flight??']"
-1,"['take', 'thi', 'offline.', 'would', 'love', 'more', 'info', 'locat', 'lost', 'bags.', 'help', 'appreciated.']"
-1,"['thanx', 'thi', ""isn't"", 'first', 'rodeo.', 'done', '&amp;', 'done', 'yesterday.', 'result', 'comm,', 'unless', 'count', 'status:', 'bag', 'lost', '&amp;', 'claim', 'filed.']"
-1,"['give', 'philli', 'talk', 'real', 'person?', 'acarl4.com']"
-1,"['would', 'have', 'been', 'nice', 'offer', 'flight', 'credit.', 'especi', 'sinc', 'stare', 'empti', 'overhead', 'room.']"
-1,"['about', 'power', 'outlet', 'your', 'seat', ""you'r"", 'gonna', 'keep', 'site', 'here', 'forever?']"
-1,"['would', 'appreci', 'call', 'regard', 'horribl', 'experi', 'with', 'gate', 'agent.', 'hold', 'then', 'hung']"
0,"['understand', 'that,', 'when', 'attempt', 'chang', 'inform', 'they', 'identical,', 'tell', 'call']"
-1,"['what', 'go', 'with', 'flight', '1826', 'from', 'phx?', 'min', 'estim', 'departur', 'nobodi', 'board', 'update.']"
-1,"['still', 'miss']"
-1,"['serious', 'doubt', 'that', 'still', 'sit', 'insid', 'gate.']"
-1,"['custom', 'servic', 'dead.', 'last', 'flt', 'delayed/cancel', 'flighted.', 'bag', 'lost', 'days.', 'last', 'delayed/cancel', 'flighted.', 'meal', 'voucher?']"
-1,"['flight', 'us1562', 'from', 'ric2dfw', 'cancel', 'flightl', 'yesterday', '&amp;', 'hold', 'cust.', 'servic', 'from', '6-10pm', 'est...4', 'hours,', 'answer...']"
0,"['take', 'now.', ""don't"", 'have', 'privat', 'bora', 'bora', 'time', 'land,', 'call', 'oprah']"
-1,"['call', 'number', 'listed?', 'sure!', 'next', 'friday,', 'should', 'real', 'live', 'person', 'line']"
-1,"['thank', 'cancel', 'flight', 'flight', '5097', 'today.', 'miss', 'requir', 'training.', 'happi', 'customer.']"
-1,"['strike', 'three!!!', 'guy', 'suck!!!']"
-1,"['day', 'row,', 'buy', 'suggest', 'review', 'your', 'polici', 'respect', 'unaccompani', 'minors,', 'should', 'have', 'seat']"
-1,"[""doesn't"", 'seem', 'working.', 'just', 'mobil', 'site...']"
-1,"['wife', 'flew', 'itali', 'recently.', 'bought', 'ticket', 'finnair,', 'flight', 'oper', 'usair.', ""didn't"", 'dividend', 'mile', 'credited.']"
-1,"['hour', 'delay', 'pho-mia,', 'your', 'airlin', 'get', 'worse,', 'foolish', 'american', 'merge.', 'treat', 'your', 'custom', 'like', 'crap']"
-1,"['hour', 'late', 'flightr', 'still', 'email.', 'work', 'supervisor', 'need', 'document', 'approv', 'last', 'minut', 'vacat', 'request']"
-1,"['hour', 'hold', 'rebook', 'flight', 'yesterday.', 'ask', 'itinerary/confirm', 'email', 'sent']"
-1,"[""here'"", 'sit', 'hold', 'flight', 'cancel', 'flight', 'they', 'disconnect', 'twice.', '#fend4urself', '#strand', '#divert']"
-1,"['cancel', 'flight', 'flight', 'tampa', 'philadelphia', 'today', 'runway', 'condit', 'tonn', 'usairway', 'flight', 'land', 'there', 'today,', 'explain!']"
-1,"['your', 'phone', 'system', 'work', 'have', 'been', 'bump', 'again', 'time', 'need']"
-1,"['flight', 'plan', 'have', 'been', 'delay', 'until', 'tuesday', 'your', 'comput', 'crash']"
-1,"['4914', 'from', 'bgm.', 'cannot', 'believ', 'thi', 'happen', 'under', 'weeks!']"
-1,"['""ma\'am', 'door', 'close', 'min', 'prior', 'departure""', '""but', 'here', 'min', 'before?!?""', 'laughter', 'from', 'agent']"
-1,"['9:05am', 'after', 'plane', 'left:', '""whi', 'were', 'there', 'agent', 'were', 'door', 'close', 'early?""']"
-1,"['call', 'more', 'than', 'time', 'redeem', 'mile', 'point', ""can't"", 'through.', 'advertis', 'mile', 'make', 'them', 'veri', 'hard', 'use!']"
-1,"['after', 'arriv', '8:41am', 'flight', 'schedul', 'depart', '8:57am.', 'door', 'closed,', 'agent']"
-1,"['need', 'speak', 'with', 'live', 'person.', ""i'v"", 'with', 'recordings.', 'told', 'that', ""we'd"", 'have', 'luggag', 'yest.']"
1,"['thank', 'information!']"
0,"['need', 'move', 'reserv', 'weather', 'middl', 'part', 'u.s.', 'would', 'like', 'chang', 'depart', 'airport']"
1,"[""couldn't"", 'more', 'thank', 'your', '#orf', '#dca', 'crew', 'ground', 'today', 'help', 'with', 'sick', 'lost', 'bag!']"
-1,"['delay', 'checkin', 'noon', 'then', 'forc', 'take', 'late', 'flightr', 'flt', 'which', 'were', 'delayed.', 'cinci', 'miami', 'hrs!', '#fast']"
-1,"['get', 'extrem', 'frustrat', 'phone/onlin', 'servic', 'merg', 'frequent', 'flyer', 'miles.']"
-1,"['alreadi', 'spent', 'min', 'today', 'handl', 'thi', 'minor', 'child.', 'shame', 'treat', 'year', 'girl', 'like', 'this.']"
0,"['someon', 'help', 'with', 'some', 'travel', 'issu', 'today?']"
-1,"['first', 'pilot', 'late', 'flight,', ""it'"", 'maintenance.', 'thi', 'exactli', 'what', 'happen', 'week', 'ago.', 'unacceptable.']"
0,"['there', 'noth', 'usair', 'thi', 'point,', 'email', 'state', 'would', 'charged.', 'thank', 'reply.']"
-1,"['will', 'never', 'airway', 'american', 'again', 'will', 'share', 'thi', 'nightmar', 'stori', 'mani', 'other', 'know']"
-1,"['have', 'never', 'been', 'treat', 'poorli', 'airlin', 'life,', 'militari', 'famili', 'alot', 'flying..']"
-1,"['burn', 'time', 'cell', 'minut', 'work', 'through', 'thi', 'flight', 'issu', 'hope', 'home', 'morning.']"
